,landmark,address,tags,score,읍면동,SUM_GRGS_DSAMT
0,성산일출봉(UNESCO 세계자연유산),제주특별자치도 서귀포시 성산읍 일출로 284-12,"#일출 #오름 #경관/포토
#부모 #자연경관 #포토스팟 #유네스코",-3,성산읍,0.06332246379827976
1,섭지코지,제주특별자치도 서귀포시 성산읍 섭지코지로 107,"#일출 #해변 #경관/포토
#커플 #맑음 #가을 #자연경관 #포토스팟 #봄꽃 #유채꽃",-1,성산읍,0.06332246379827976
2,광치기해변,제주특별자치도 서귀포시 성산읍 섭지코지로 63,"#일출 #해변 #경관/포토
#흐림 #봄 #자연경관 #포토스팟 #봄꽃 #유채꽃",-1,성산읍,0.06332246379827976
3,아쿠아플라넷 제주,제주특별자치도 서귀포시 성산읍 섭지코지로 95,"#실내 #테마공원 #아이
#비.눈 #사계절 #우수관광사업체 #실내관광지 #어린이 #어트랙션 #어린이동물농장 #안전여행스탬프",2,성산읍,0.06332246379827976
4,김영갑갤러리 두모악,제주특별자치도 서귀포시 성산읍 삼달로 137,"#예술 #실내 #미술/박물관
#커플 #흐림 #겨울 #문화관광 #어트랙션",-1,성산읍,0.06332246379827976
5,신양섭지해수욕장,제주특별자치도 서귀포시 성산읍 섭지코지로 107,"#해수욕장 #액티비티 #커플
#맑음 #여름 #자연경관 #체험 #레저/체험 #해변 #물놀이 #수상레저",6,성산읍,0.06332246379827976
6,일출랜드,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,"#테마공원 #아이 #맑음
#우수관광사업체 #실내관광지 #어트랙션 #안전여행스탬프 #가족 #체험 #곶자왈",4,성산읍,0.06332246379827976
7,성산항,제주특별자치도 서귀포시 성산읍 성산등용로 129-21,#맑음,0,성산읍,0.06332246379827976
8,제주해양동물박물관,제주특별자치도 서귀포시 성산읍 서성일로 689-21,"#실내 #미술/박물관 #아이
#비.눈 #사계절 #실내관광지 #문화관광 #박물관 #어린이 #어트랙션 #어린이동물농장 #안전여행스탬프",1,성산읍,0.06332246379827976
9,혼인지,제주특별자치도 서귀포시 성산읍 혼인지로 39-22,"#문화유적지 #맑음 #문화관광
#역사유적 #수국",3,성산읍,0.06332246379827976
10,제주베니스랜드,제주특별자치도 서귀포시 성산읍 난산리 2575,"#테마공원 #아이 #가을
#어린이 #어트랙션",2,성산읍,0.06332246379827976
11,제주커피박물관 바움 Baum,제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,"#실내 #미술/박물관 #친구
#커플 #비.눈 #겨울 #실내관광지 #문화관광 #박물관 #어트랙션",0,성산읍,0.06332246379827976
12,터진목 & 성산면 4·3희생자 위령비,제주특별자치도 서귀포시 성산읍 일출로 88-19,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #어트랙션",4,성산읍,0.06332246379827976
13,우도잠수함(제주씨월드),제주특별자치도 서귀포시 성산읍 성산등용로 130-21,"#액티비티 #부모 #아이
#체험 #레저/체험 #어린이 #수상레저 #어트랙션",5,성산읍,0.06332246379827976
14,오조포구,제주특별자치도 서귀포시 성산읍 오조리,"#포구 #일출 #해변
#문화유적지 #자연경관 #역사유적 #k-drama",3,성산읍,0.06332246379827976
15,제주올레 1코스,제주특별자치도 서귀포시 성산읍 오조리 396-1,"#올레 #걷기/등산 #친구
#자연경관 #도보여행 #도보",-3,성산읍,0.06332246379827976
16,성산오조리해안,제주특별자치도 거쉬포시 성산읍 한도로,"#해변 #경관/포토 #커플
#맑음 #겨울 #자연경관 #포토스팟",-2,성산읍,0.06332246379827976
17,두산봉(말미오름),제주특별자치도 서귀포시 성산읍 시흥리 산 1-5,"#커플 #친구 #일출
#봄 #오름 #자연경관 #도보여행 #도보",-3,성산읍,0.06332246379827976
18,"대수산봉(큰물뫼,물미오름)",제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,"#부모 #아이 #친구
#커플 #혼자 #맑음 #오름 #자연경관 #도보여행 #도보 #어린이",-4,성산읍,0.06332246379827976
19,쇠와꽃 승마장,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 88-17,"#커플 #친구 #아이
#맑음 #액티비티 #승마 #체험 #레저/체험 #어린이 #어트랙션",5,성산읍,0.06332246379827976
20,제주올레 2코스,제주특별자치도 서귀포시 성산읍 고성리 2563-3,"#올레 #걷기/등산 #친구
#봄 #가을 #자연경관 #도보여행 #도보",-3,성산읍,0.06332246379827976
21,미천굴,제주특별자치도 서귀포시 성산읍 온평동로34번길 18,"#동굴 #경관/포토 #커플
#아이 #맑음 #여름 #자연경관 #포토스팟 #어린이",-2,성산읍,0.06332246379827976
22,온평리 포구,제주특별자치도 서귀포시 성산읍 온평리,"#포구 #해변 #문화유적지
#봄 #자연경관 #역사유적",2,성산읍,0.06332246379827976
23,유건에오름,제주특별자치도 서귀포시 성산읍 난산리 2302,"#오름 #걷기/등산 #자연경관
#도보여행 #도보",-3,성산읍,0.06332246379827976
24,제주어울림감귤체험농장,제주특별자치도 서귀포시 성산읍 서성일로 809,#체험관광 #체험 #어트랙션,3,성산읍,0.06332246379827976
25,지포뮤지엄,제주특별자치도 서귀포시 성산읍 섭지코지로 107,"#실내 #미술/박물관 #친구
#커플 #비.눈 #사계절 #실내관광지 #어트랙션",-1,성산읍,0.06332246379827976
26,통오름,제주특별자치도 서귀포시 성산읍 신산리 1754-1,"#오름 #청년 #중/장년
#휴식/치유 #경관/포토 #액티비티 #친구 #혼자 #커플 #자연경관 #체험 #도보여행 #도보 #레저/체험 #포토스팟 #어트랙션",-3,성산읍,0.06332246379827976
27,고흐의 정원,제주특별자치도 서귀포시 성산읍 삼달신풍로 126-5,"#부모 #커플 #혼자
#친구 #아이 #사계절 #미술 #체험전시 #자연경관 #실내관광지 #문화관광 #체험 #어린이 #어트랙션",2,성산읍,0.06332246379827976
28,궁대오름(궁대악),제주특별자치도 서귀포시 성산읍 금백조로 446,"#부모 #커플 #친구
#경관/포토 #휴식/힐링 #테마공원 #오름 #사계절 #청년 #중/장년 #휴식/치유 #자연경관 #도보여행 #도보 #포토스팟",-7,성산읍,0.06332246379827976
29,농개,제주특별자치도 서귀포시 성산읍 환해장성로111번길 4,"#맑음 #휴식/힐링 #여름
#해변 #올레 #물놀이 #용천수 #낚시 #자연경관",0,성산읍,0.06332246379827976
30,"대왕산(왕뫼, 왕메, 왕미)",제주특별자치도 서귀포시 성산읍 수산리 1429,"#부모 #커플 #혼자
#친구 #맑음 #오름 #아이 #자연경관 #어린이",-2,성산읍,0.06332246379827976
31,독자봉독자봉,제주특별자치도 서귀포시 성산읍 신산리 1785,"#커플 #친구 #아이
#맑음 #오름 #자연경관 #어린이",-2,성산읍,0.06332246379827976
32,우도(해양도립공원),제주특별자치도 제주시 우도면 삼양고수물길 1,"#섬속의섬 #경관/포토 #아이
#맑음 #자연경관 #포토스팟 #어린이 #봄꽃 #유채꽃 #유네스코",-3,우도면,0.024233296710090793
33,우도산호해변 홍조단괴 서빈백사,제주특별자치도 제주시 우도면 우도해안길 252,"#일몰 #해변 #경관/포토
#커플 #맑음 #여름 #자연경관 #포토스팟",-3,우도면,0.024233296710090793
34,검멀레해변,제주특별자치도 제주시 우도면 우도해안길,"#해변 #경관/포토 #커플
#맑음 #여름 #자연경관 #포토스팟 #k-drama",-2,우도면,0.024233296710090793
35,하고수동해변,제주특별자치도 제주시 우도면 연평리,"#해변 #휴식/힐링 #친구
#커플 #맑음 #여름 #자연경관",-1,우도면,0.024233296710090793
36,우도 비양도,제주특별자치도 제주시 우도면 연평리,"#일출 #경관/포토 #아이
#맑음 #봄 #자연경관 #포토스팟 #어린이 #언택트 #k-drama",-3,우도면,0.024233296710090793
37,우도등대,제주특별자치도 제주시 우도면 우도봉길 105,"#등대 #경관/포토 #친구
#맑음 #봄 #포토스팟",-2,우도면,0.024233296710090793
38,톨칸이,제주특별자치도 제주시 우도면 연평리 1732-1,"#커플 #친구 #혼자
#경관/포토 #해변 #자연경관 #포토스팟",-2,우도면,0.024233296710090793
39,검멀레동굴,제주특별자치도 제주시 우도면,"#경관/포토 #친구 #커플
#부모 #아이 #맑음 #동굴 #자연경관 #포토스팟 #어린이",-2,우도면,0.024233296710090793
40,답다니 탑망대(하트원담),제주특별자치도 제주시 우도면 연평리 798,"#등대 #경관/포토 #맑음
#포토스팟 #어트랙션 #수국",-1,우도면,0.024233296710090793
41,우도봉 풍경,제주특별자치도 제주시 우도면 연평리 1,"#일출 #오름 #경관/포토
#맑음 #자연경관 #포토스팟",-3,우도면,0.024233296710090793
42,제주올레 1-1코스,제주특별자치도 제주시 우도면 연평리 2473-1,"#커플 #혼자 #친구
#맑음 #봄 #가을 #올레 #자연경관 #도보여행 #도보",-4,우도면,0.024233296710090793
43,노을승마장,제주특별자치도 제주시 우도면 우도해안길 406-1,"#승마 #액티비티 #체험
#레저/체험 #어트랙션",5,우도면,0.024233296710090793
44,우도스쿠터여행,제주특별자치도 제주시 우도면 2395-5,"#액티비티 #친구 #커플
#맑음 #가을 #체험 #레저/체험 #어트랙션",4,우도면,0.024233296710090793
45,우도올레보트,제주특별자치도 제주시 우도면 연평리 2562-1,"#올레 #액티비티 #맑음
#체험 #레저/체험 #수상레저 #어트랙션",4,우도면,0.024233296710090793
46,등머을레져,제주특별자치도 제주시 우도면 우도해안길 70,"#액티비티 #맑음 #체험
#레저/체험 #수상레저 #어트랙션",5,우도면,0.024233296710090793
47,사려니숲길,제주특별자치도 제주시 조천읍 교래리 산 137-1,"#숲길 #걷기/등산 #친구
#커플 #흐림 #봄 #자연경관 #도보여행 #도보 #숲 #단풍",-4,조천읍,0.05930770663078257
48,함덕해수욕장,제주특별자치도 제주시 조천읍 조함해안로 519-10,"#해수욕장 #액티비티 #아이
#맑음 #여름 #자연경관 #체험 #레저/체험 #해변 #물놀이 #어린이 #수상레저",6,조천읍,0.05930770663078257
49,산굼부리,제주특별자치도 제주시 조천읍 비자림로 768,"#오름 #걷기/등산 #친구
#맑음 #가을 #우수관광사업체 #자연경관 #억새",-2,조천읍,0.05930770663078257
50,에코랜드 테마파크,제주특별자치도 제주시 조천읍 번영로 1278-169,"#테마공원 #아이 #맑음
#봄 #가을 #겨울 #실내관광지 #어린이 #어트랙션",2,조천읍,0.05930770663078257
51,선녀와나무꾼,제주특별자치도 제주시 조천읍 선교로 267,"#실내 #테마공원 #커플
#아이 #흐림 #사계절 #실내관광지 #어린이 #어트랙션",1,조천읍,0.05930770663078257
52,제주돌문화공원,제주특별자치도 제주시 조천읍 남조로 2023,"#테마공원 #커플 #흐림
#겨울 #실내관광지 #어트랙션",2,조천읍,0.05930770663078257
53,너븐숭이 4.3기념관,제주특별자치도 제주시 조천읍 북촌3길 3,"#4.3 #실내 #미술/박물관
#부모 #비.눈 #봄 #자연경관 #문화관광 #제주4.3 #역사유적 #어트랙션",0,조천읍,0.05930770663078257
54,거문오름(UNESCO 세계자연유산),제주특별자치도 제주시 조천읍 선교로 569-36,"#부모 #커플 #혼자
#친구 #맑음 #오름 #세계자연유산 #자연경관 #도보여행 #도보 #언택트 #유네스코",-5,조천읍,0.05930770663078257
55,함덕백사장 & 서우봉,제주특별자치도 제주시 조천읍 조함해안로 519-10,"#부모 #커플 #혼자
#친구 #아이 #맑음 #여름 #해변 #문화유적지 #오름 #자연경관 #역사유적 #어린이 #봄꽃 #유채꽃",1,조천읍,0.05930770663078257
56,렛츠런팜제주,제주특별자치도 제주시 조천읍 남조로 1660,"#테마공원 #아이 #꽃
#어린이 #해바라기",1,조천읍,0.05930770663078257
57,제주조천스위스마을,제주특별자치도 제주시 조천읍 함와로 566-27,"#포토스팟 #카페 #실내
#여자 #남자 #커플 #휴식 #비/바람/눈 #안개/흐림 #맑음 #여름 #마을산책 #마을관광 #어트랙션",-2,조천읍,0.05930770663078257
58,서우봉,제주특별자치도 제주시 조천읍 함덕리 169-1,"#맑음 #봄 #걷기/등산
#유채꽃 #오름 #코스모스 #자연경관 #봄꽃",-2,조천읍,0.05930770663078257
59,제주레포츠랜드,제주특별자치도 제주시 조천읍 와흘상서2길 47,"#액티비티 #아이 #맑음
#체험 #레저/체험 #어린이 #어트랙션",4,조천읍,0.05930770663078257
60,닭머르해안길,제주특별자치도 제주시 조천읍 신촌북3길 62-1,"#해변 #일몰 #걷기/등산
#맑음 #가을 #도보여행 #도보 #억새",-2,조천읍,0.05930770663078257
61,동백동산,제주특별자치도 제주시 조천읍 선흘리 산 12,"#걷기/등산 #휴식/힐링 #맑음
#겨울 #자연경관 #동백 #언택트",-3,조천읍,0.05930770663078257
62,동굴의 다원 다희연,제주특별자치도 제주시 조천읍 선교로 266,"#동굴 #테마공원 #커플
#흐림 #겨울 #자연경관 #녹차",0,조천읍,0.05930770663078257
63,교래자연휴양림,제주특별자치도 제주시 조천읍 남조로 2023,"#휴양림 #걷기/등산 #휴식/힐링
#부모 #아이 #흐림 #여름 #자연경관 #단풍 #어린이",-1,조천읍,0.05930770663078257
64,북촌돌하르방미술관,제주특별자치도 제주시 조천읍 북촌서1길 70,"#테마공원 #부모 #친구
#커플 #아이 #맑음 #봄 #겨울 #실내관광지 #미술관 #문화관광 #어트랙션",2,조천읍,0.05930770663078257
65,물찻오름,제주특별자치도 제주시 조천읍 교래길,"#오름 #걷기/등산 #흐림
#여름 #자연경관 #도보여행 #도보",-3,조천읍,0.05930770663078257
66,제주센트럴파크,제주특별자치도 제주시 조천읍 비자림로 606,"#테마공원 #아이 #봄
#어린이",1,조천읍,0.05930770663078257
67,조천함덕해안도로,제주특별자치도 제주시 조천읍 조천8길 14-1,#일몰 #드라이브 #맑음,-2,조천읍,0.05930770663078257
68,제주올레 19코스,제주특별자치도 제주시 조천읍 조천리 1142,"#올레 #걷기/등산 #친구
#혼자 #봄 #가을 #도보여행 #도보",-2,조천읍,0.05930770663078257
69,조함해안도로,제주특별자치도 제주시 조천읍 조천리 3037-3,"#친구 #커플 #드라이브
#부모 #혼자 #아이 #맑음 #자연경관 #어린이",-2,조천읍,0.05930770663078257
70,제주세계자연유산센터,제주특별자치도 제주시 조천읍 선교로 569-36(선흘리 478),"#흐림 #가을 #실내관광지
#어트랙션 #유네스코",1,조천읍,0.05930770663078257
71,낙선동 4.3성,제주특별자치도 제주시 조천읍 선흘서5길 13,"#문화유적지 #4.3 #문화관광
#제주4.3 #역사유적 #어트랙션",4,조천읍,0.05930770663078257
72,마원,제주특별자치도 제주시 조천읍 선흘남4길 264-17,"#부모 #커플 #친구
#아이 #맑음 #액티비티 #체험 #레저/체험 #어린이 #어트랙션",4,조천읍,0.05930770663078257
73,민오름(조천읍),제주특별자치도 제주시 조천읍 선흘리 산 141,"#부모 #커플 #혼자
#경관/포토 #휴식/힐링 #액티비티 #오름 #청년 #중/장년 #휴식/치유 #자연경관 #체험 #도보여행 #도보 #레저/체험 #포토스팟",-5,조천읍,0.05930770663078257
74,북촌국민학교,제주특별자치도 제주시 조천읍 일주동로 1481,"#문화유적지 #문화관광 #역사유적
#어트랙션",4,조천읍,0.05930770663078257
75,바늘오름,제주특별자치도 제주시 조천읍 교래리 산 108,"#부모 #커플 #혼자
#친구 #경관/포토 #휴식/힐링 #체험관광 #액티비티 #오름 #사계절 #청년 #중/장년 #휴식/치유 #자연경관 #체험 #도보여행 #도보 #레저/체험 #포토스팟",-4,조천읍,0.05930770663078257
76,북촌포구,제주특별자치도 제주시 조천읍 북촌9길 26-1,"#포구 #해변 #문화유적지
#맑음 #겨울 #자연경관 #문화관광 #역사유적",3,조천읍,0.05930770663078257
77,빠우사,제주특별자치도 제주시 조천읍 선교로 539,"#요가 #카페 #체험
#음식 #디저트 #웰니스",-1,조천읍,0.05930770663078257
78,샤이니숲길,제주특별자치도 제주시 조천읍 교래리 719-10,"#걷기/등산 #경관/포토 #휴식/힐링
#자연경관 #도보여행 #도보 #숲 #포토스팟 #숲길",-7,조천읍,0.05930770663078257
79,서프라이즈테마파크,제주특별자치도 제주시 조천읍 남조로 2243,"#부모 #아이 #테마공원
#경관/포토 #미술/박물관 #전시와행사 #우수관광사업체 #체험 #포토스팟 #어린이 #어트랙션 #안전여행스탬프",1,조천읍,0.05930770663078257
80,선흘1리,제주특별자치도 제주시 조천읍 중산간동로 1280,"#문화유적지 #흐림 #사계절
#역사유적",2,조천읍,0.05930770663078257
81,와흘본향당,제주특별자치도 제주시 조천읍 와흘리 1274-1,"#문화유적지 #문화관광 #역사유적
#어트랙션",4,조천읍,0.05930770663078257
82,이덕구 산전,제주특별자치도 제주시 조천읍 516로 1865,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #어트랙션",4,조천읍,0.05930770663078257
83,정주항,제주특별자치도 제주시 조천읍 함덕리,#항구 #맑음,0,조천읍,0.05930770663078257
84,제주라프 짚라인,제주특별자치도 제주시 조천읍 선교로 117,"#액티비티 #친구 #맑음
#여름 #가을 #체험 #레저/체험 #어트랙션",4,조천읍,0.05930770663078257
85,제주항일기념관,제주특별자치도 제주시 조천읍 신북로 303,"#실내 #미술/박물관 #흐림
#겨울 #실내관광지 #어트랙션",-1,조천읍,0.05930770663078257
86,지그리오름(큰지그리),제주특별자치도 제주시 조천읍 남조로 2023,"#오름 #걷기/등산 #자연경관
#도보여행 #도보",-3,조천읍,0.05930770663078257
87,평화통일 불사리탑,제주특별자치도 제주시 조천읍 일주동로 884,"#문화유적지 #맑음 #문화관광
#역사유적",3,조천읍,0.05930770663078257
88,갓전시관[갓전수교육관],제주특별자치도 제주시 조천읍 남조로 1904,"#실내 #미술/박물관 #부모
#비.눈 #사계절 #실내관광지 #어트랙션",-1,조천읍,0.05930770663078257
89,귤빛캠핑장,제주특별자치도 제주시 조천읍 함와로 428,"#야영장 #캠핑장 #액티비티
#커플 #맑음 #여름 #체험 #레저/체험 #캠핑 #언택트 #어트랙션",6,조천읍,0.05930770663078257
90,김택화미술관,제주특별자치도 제주시 조천읍 신흥로 1,"#미술관 #제주풍경 #화방
#실내관광지 #문화관광 #어트랙션",1,조천읍,0.05930770663078257
91,다려도,제주특별자치도 제주시 조천읍 북촌리,"#경관/포토 #휴식/힐링 #해변
#자연경관 #포토스팟",-3,조천읍,0.05930770663078257
92,단산과 방사탑,제주특별자치도 제주시 조천읍 신흥로1길 25,"#오름 #문화유적지 #자연경관
#역사유적",0,조천읍,0.05930770663078257
93,로로 요가,제주특별자치도 제주시 조천읍 조함해안로 519-10,"#친구 #혼자 #맑음
#휴식/힐링 #요가 #패들요가 #어트랙션",-1,조천읍,0.05930770663078257
94,목시물굴,제주특별자치도 제주시 조천읍 선흘리 산26번지 일대,"#4.3 #문화유적지 #문화관광
#제주4.3 #역사유적 #어트랙션",4,조천읍,0.05930770663078257
95,카멜리아힐,제주 서귀포시 안덕면 병악로 166,"#경관/포토 #커플 #아이
#맑음 #겨울 #힐링 #자연경관 #포토스팟 #어린이 #어트랙션 #동백 #수국",-4,안덕면,0.0656707243066143
96,오설록티뮤지엄,제주특별자치도 서귀포시 안덕면 신화역사로 15,"#테마공원 #커플 #친구
#부모 #아이 #혼자 #맑음 #휴식/힐링 #녹차 #실내관광지 #어트랙션",0,안덕면,0.0656707243066143
97,용머리해안,제주특별자치도 서귀포시 안덕면 사계리,"#해변 #휴식/힐링 #부모
#커플 #맑음 #봄 #자연경관 #유네스코",-1,안덕면,0.0656707243066143
98,산방산,제주특별자치도 서귀포시 안덕면 사계리 산 16,"#지질트레일 #산 #걷기/등산
#맑음 #가을 #자연경관 #봄꽃 #유채꽃 #유네스코",1,안덕면,0.0656707243066143
99,방주교회,제주특별자치도 서귀포시 안덕면 산록남로762번길 113,"#부모 #커플 #친구
#아이 #맑음 #사계절 #문화관광 #어린이 #어트랙션",2,안덕면,0.0656707243066143
100,소인국테마파크,제주특별자치도 서귀포시 안덕면 중산간서로 1878,"#테마공원 #아이 #봄
#실내관광지 #어린이 #어트랙션",2,안덕면,0.0656707243066143
101,안덕계곡,제주특별자치도 서귀포시 안덕면 일주서로 1524,"#계곡 #액티비티 #커플
#흐림 #봄 #자연경관 #체험 #레저/체험 #어트랙션 #물놀이",5,안덕면,0.0656707243066143
102,헬로키티아일랜드,제주특별자치도 서귀포시 안덕면 한창로 340,"#실내 #테마공원 #아이
#비.눈 #겨울 #우수관광사업체 #실내관광지 #어린이 #어트랙션",1,안덕면,0.0656707243066143
103,"군산(군산오름,코메오름)",제주특별자치도 서귀포시 안덕면 창천리 564,"#일몰 #일출 #오름
#걷기/등산 #친구 #맑음 #가을 #자연경관 #도보여행 #도보",-3,안덕면,0.0656707243066143
104,본태박물관,제주특별자치도 서귀포시 안덕면 산록남로762번길 69,"#예술 #실내 #미술/박물관
#친구 #커플 #흐림 #겨울 #우수관광사업체 #실내관광지 #문화관광 #박물관 #어트랙션",-1,안덕면,0.0656707243066143
105,세계자동차 & 피아노박물관,제주특별자치도 서귀포시 안덕면 중산간서로 1610,"#실내 #미술/박물관 #아이
#비.눈 #사계절 #우수관광사업체 #실내관광지 #문화관광 #박물관 #어트랙션 #안전여행스탬프",1,안덕면,0.0656707243066143
106,이니스프리제주하우스,제주특별자치도 서귀포시 안덕면 신화역사로 23,"#커플 #친구 #아이
#테마공원 #사계절 #실내 #어린이 #어트랙션",1,안덕면,0.0656707243066143
107,대평포구,제주특별자치도 서귀포시 안덕면 감천로190번길 9-62-2,"#포구 #해변 #문화유적지
#가을 #문화관광 #역사유적",4,안덕면,0.0656707243066143
108,산방산 용머리해안 지질트레일,제주특별자치도 서귀포시 안덕면 사계북로41번길 192,"#지질트레일 #걷기/등산 #친구
#커플 #맑음 #봄 #자연경관 #체험 #언택트 #유네스코 #어트랙션 #봄꽃 #유채꽃",2,안덕면,0.0656707243066143
109,제주항공우주박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218 항곡우주박물관,"#실내 #미술/박물관 #아이
#비.눈 #겨울 #우수관광사업체 #실내관광지 #문화관광 #박물관 #어트랙션",0,안덕면,0.0656707243066143
110,박수기정,제주특별자치도 서귀포시 안덕면 난드르로 90-25,"#절벽 #경관/포토 #해변
#자연경관 #포토스팟",-2,안덕면,0.0656707243066143
111,형제섬,제주특별자치도 서귀포시 안덕면 사계리 산 44,"#커플 #친구 #혼자
#경관/포토 #일몰 #일출 #자연경관 #섬속의섬 #포토스팟",-3,안덕면,0.0656707243066143
112,산방굴사,제주특별자치도 서귀포시 안덕면 사계리 산 16,"#문화유적지 #부모 #맑음
#문화관광 #역사유적",3,안덕면,0.0656707243066143
113,귤밭76번지,제주특별자치도 서귀포시 안덕면 병악로 76,"#체험관광 #아이 #맑음
#겨울 #체험 #어린이 #어트랙션",3,안덕면,0.0656707243066143
114,사계해안도로,제주특별자치도 서귀포시 안덕면 사계리,"#일출 #해변 #드라이브
#커플 #맑음 #가을 #자연경관 #제주명품42 #포토스팟 #제주7대도로",0,안덕면,0.0656707243066143
115,점보빌리지,제주특별자치도 서귀포시 안덕면 평화로 319번길 31-11,"#실내 #테마공원 #아이
#사계절 #어린이 #어트랙션",1,안덕면,0.0656707243066143
116,사계해변,제주특별자치도 서귀포시 안덕면 사계리 2147-35,"#일출 #해변 #휴식/힐링
#커플 #맑음 #봄 #자연경관",0,안덕면,0.0656707243066143
117,건강과성박물관,제주특별자치도 서귀포시 안덕면 일주서로 1611,"#실내 #미술/박물관 #커플
#비.눈 #사계절 #실내관광지 #문화관광 #박물관 #어트랙션",0,안덕면,0.0656707243066143
118,산방산탄산온천,제주특별자치도 서귀포시 안덕면 사계북로 41번길 192,"#실내 #휴식/힐링 #부모
#아이 #흐림 #겨울 #자연경관 #실내관광지 #어린이 #어트랙션",-2,안덕면,0.0656707243066143
119,화순금모래해수욕장,제주특별자치도 서귀포시 안덕면 화순해안로 91,"#해수욕장 #액티비티 #커플
#아이 #맑음 #여름 #자연경관 #체험 #레저/체험 #해변 #물놀이 #어린이 #수상레저",6,안덕면,0.0656707243066143
120,제주올레 9코스,제주특별자치도 서귀포시 안덕면 감산리 982-2,"#올레 #걷기/등산 #친구
#혼자 #맑음 #봄 #가을 #자연경관 #도보여행 #도보",-3,안덕면,0.0656707243066143
121,백조일손지묘(백조일손지지),제주특별자치도 서귀포시 안덕면 사계리,"#문화유적지 #자연경관 #문화관광
#역사유적",2,안덕면,0.0656707243066143
122,화순곶자왈생태탐방숲길,제주특별자치도 서귀포시 안덕면 화순서동로 151,"#숲길 #걷기/등산 #친구
#커플 #흐림 #여름 #자연경관 #도보여행 #도보 #곶자왈 #숲",-4,안덕면,0.0656707243066143
123,화순리 유채꽃길,제주특별자치도 서귀포시 안덕면 화순리 1230-4,"#걷기/등산 #경관/포토 #친구
#맑음 #봄 #자연경관 #도보여행 #도보 #포토스팟 #봄꽃 #유채꽃",-4,안덕면,0.0656707243066143
124,제주아트서커스,제주특별자치도 서귀포시 안덕면 동광로 214,"#실내 #테마공원 #부모
#아이 #흐림 #실내관광지 #어린이 #어트랙션",1,안덕면,0.0656707243066143
125,단산(바굼지오름),제주특별자치도 서귀포시 안덕면 향교로 165-23,"#부모 #커플 #혼자
#친구 #경관/포토 #오름 #도보여행 #도보 #포토스팟",-5,안덕면,0.0656707243066143
126,북오름,제주특별자치도 서귀포시 안덕면 동광리 산 94,"#부모 #커플 #혼자
#친구 #아이 #오름 #자연경관 #도보여행 #도보 #어린이",-4,안덕면,0.0656707243066143
127,큰넓궤,제주특별자치도 서귀포시 안덕면 동광리 90 일대,"#4.3 #문화유적지 #자연경관
#문화관광 #제주4.3 #역사유적 #어트랙션",3,안덕면,0.0656707243066143
128,그린크루즈(산방산유람선),제주특별자치도 서귀포시 안덕면 화순해안로106번길 16,"#경관/포토 #부모 #맑음
#봄 #포토스팟",-2,안덕면,0.0656707243066143
129,마복이오름,제주특별자치도 서귀포시 안덕면 산록남로 863,"#오름 #걷기/등산 #자연경관
#도보여행 #도보",-3,안덕면,0.0656707243066143
130,서광승마장,제주특별자치도 서귀포시 안덕면 녹차분재로 239,"#승마 #액티비티 #친구
#커플 #체험 #레저/체험 #어트랙션",5,안덕면,0.0656707243066143
131,제주올레 14-1코스,제주특별자치도 서귀포시 안덕면 서광리 산 50-22,"#올레 #걷기 #친구
#혼자 #봄 #자연경관 #도보여행 #도보",-5,안덕면,0.0656707243066143
132,추사 유배길 - 3코스 사색의 길,제주특별자치도 서귀포시 안덕면 향교로 165-17,"#걷기/등산 #봄 #가을
#문화관광 #도보여행 #도보 #어트랙션",1,안덕면,0.0656707243066143
133,클럽나인브릿지,제주특별자치도 서귀포시 안덕면 광평로 34-156,"#골프 #액티비티 #체험
#레저/체험 #어트랙션",5,안덕면,0.0656707243066143
134,하멜기념비,제주특별자치도 서귀포시 안덕면 사계리 112-3,"#문화유적지 #가을 #문화관광
#역사유적",3,안덕면,0.0656707243066143
135,화순금모래해수욕장담수수영장,제주특별자치도 서귀포시 안덕면 화순리 776-8,"#해수욕장 #액티비티 #친구
#커플 #아이 #맑음 #여름 #체험 #레저/체험 #해변 #물놀이 #어린이 #어트랙션",7,안덕면,0.0656707243066143
136,"그대, 나의 뮤즈 : 클림트 to 마티스",제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 제주신화월드 서머셋클럽하우스,"#부모 #커플 #미술/박물관
#사계절 #전시와행사 #문화관광 #어트랙션",1,안덕면,0.0656707243066143
137,대정향교,제주특별자치도 서귀포시 안덕면 향교로 165-17,"#문화유적지 #흐림 #겨울
#자연경관 #문화관광 #역사유적",2,안덕면,0.0656707243066143
138,무등이왓터,제주특별자치도 서귀포시 안덕면 신화역사로586번길 21-7,"#문화유적지 #맑음 #역사유적
#어트랙션",3,안덕면,0.0656707243066143
139,바이나흐튼 크리스마스 박물관,제주특별자치도 서귀포시 안덕면 평화로 654,"#실내 #미술/박물관 #아이
#흐림 #겨울 #실내관광지 #문화관광 #박물관 #어린이 #어트랙션",0,안덕면,0.0656707243066143
